company_name,title,product_url,Product Model,base_info,root_category_name,root_category_id,category_name,category_id,sub_category_name,sub_category_id,detail_category_name,detail_category_id
上海圳呈微电子技术有限公司,3D Graphics processor SoC,https://www.unisim-micro.com/productinfo/519786.html?templateId=248856,无,支持 PCI 接口，可适配国内外多种计算平台和通用操作系统，具有通用性高、功耗低等特点。支持双通道和双屏显示，支持视频采集处理和播放，核心频率 600MHz，总线接口为 PCI Express 2.0 X4，图形内存接口最大容量 1GB 64 位 DDR3，最大传输速度 1333Mbps，支持 2D 和 3D 图形加速，支持多种颜色模式，视频解码支持全高清分辨率（1920×1080），帧率≥30FPS，支持 YUV 到 RGB 颜色格式转换，支持 H.264、MPEG-4、H.263、VC-1、MPEG-2、DivX/XviD、RV、AVS、MJPEG 等格式，兼容 IBM VGA 标准和 VESA 标准，支持龙芯、飞腾、申威等国产处理器，支持 Windows、Linux、VxWorks、DOS、NeoKylin、Kylin、Dao、Deepin、ReWorks 等通用操作系统，工作温度范围为-40℃～85℃,root,1906551877,3DGraphicsprocessorSoC,8982427561,无,0,无,0
上海圳呈微电子技术有限公司,AIoT SoC,https://www.unisim-micro.com/productinfo/519791.html?templateId=248856,无,聚焦于可穿戴医疗设备，可连续监测一系列生命体征数据，如体温、血氧、活动、心率和血压。应用于高度集成的监测套装、可穿戴式心电图设备、可穿戴设备、智能家居、无线人体局域网、无线传感器网络。具有蓝牙 4.2 无线传输、内置 DSP 降噪、内置语音编解码器功能、内置语音监控实时对话、测量 3 导联心电图、体温、运动状态、呼吸频率和心音检测等功能。,root,1906551877,AIoTSoC,6823006813,无,0,无,0
上海圳呈微电子技术有限公司,云数据处理 SoC 芯片,https://www.unisim-micro.com/productinfo/512522.html?templateId=248856,无,该芯片是一款基于大数据的加密 SoC，可用于网络实时数据加密和文件实时加密。具有全硬件加密实现、单芯片上有 2500 个加密操作单元、支持多种主流加密算法、芯片工作频率动态可调、可用于集群、提供集群计算板等功能。,root,1906551877,ClouddataprocessingSoC,5737716503,无,0,无,0
上海圳呈微电子技术有限公司,Smart voice SoC,https://www.unisim-micro.com/productinfo/519933.html?templateId=248856,无,是一款新一代远场智能语音处理器 SoC，适用于智能 AI 语音应用，具有高性能、低功耗的特点。可实现复杂语音信号增强预处理，支持远程拾音、噪声抑制、回声消除、声源定位，支持语音触发语音唤醒功能，超低功耗。,root,1906551877,SmartvoiceSoC,1585866567,无,0,无,0
上海圳呈微电子技术有限公司,ZC2980 - Multimedia processor SoC,https://www.unisim-micro.com/productinfo/521342.html,ZC2980,高度集成蓝牙音频和 MP3 播放器的多媒体处理器 SoC，提供低成本、低功耗、灵活且更强大的蓝牙音频解决方案。应用于蓝牙立体声音箱、汽车音响、MP3 播放器遥控器、多媒体微处理器等。平台集成了 MP3 解码、嵌入式语音处理器、音频编解码器、低功耗检测、SD/MMC 卡控制器、OTG、电源键、RTC 等。具有低成本、低功耗、更灵活的特点。,root,1906551877,ZC2980|MultimediaprocessorSoC,9374238137,无,0,无,0
上海圳呈微电子技术有限公司,Bluetooth SoC 芯片,https://www.unisim-micro.com/productinfo/521250.html,ZC3180,ZC3180 是一款高度集成的 SoC，用于蓝牙音频流处理和音频播放器。与传统蓝牙音频解决方案相比，ZC3180 提供了低成本、低功耗、灵活且更强大的蓝牙音频解决方案。应用包括蓝牙高质量单声道、立体声耳机、汽车音频、车载套件、蓝牙扬声器、音乐盒等。平台包括高速低功耗 CPU 与片上 ROM 和 RAM、高性能音频 DSP、片上 Flash（4Mbits）、嵌入式语音处理器、高性能 SBC 解码器、高性能音频编解码器、PMU、RTC、SD/MMC 卡控制器、高性能片上 RF 收发器与集成巴伦、集成功率放大器、嵌入式 8 通道 12 位 1Mbps SAR ADC、高速/低速 UART 端口、4 组 PWM、4 组 SPI 接口、IIC 接口、各种 GPIO。功能包括支持蓝牙 V4.2 SPEC、蓝牙 V2.1 + EDR 兼容、低级别蓝牙协议嵌入（LMP、L2CAP、RFCOMM、SDP 等）、耳机配置文件（HSP）V1.2、免提配置文件（HFP）V1.6、高级音频分发配置文件（A2DP）V1.2、音频/视频远程控制配置文件（AVRCP）V1.5、立体声音频播放和远程控制应用、高性能噪声抑制、回声消除算法、接收灵敏度：-90dbm、输出功率：9dBm,root,1906551877,ZC3180|Bluetooth4.2AudioSoC,8105550475,无,0,无,0
上海圳呈微电子技术有限公司,Bluetooth SoC 芯片,https://www.unisim-micro.com/productinfo/521187.html,ZC3190,是一款高度集成的 SoC，用于蓝牙音频流处理和音频播放器，提供低成本、低功耗、灵活且更强大的蓝牙音频解决方案，支持蓝牙 V4.2 SPEC 等多种协议，具有低级别蓝牙协议嵌入、耳机配置文件、免提配置文件、高级音频分发配置文件、音频/视频远程控制配置文件等功能，还支持立体声音频播放和远程控制应用，内置高性能 SBC 解码器，接收灵敏度为-90dBm,root,1906551877,ZC3190|Bluetooth4.2StereoHeadsetSoC,9981299377,无,0,无,0
上海圳呈微电子技术有限公司,Bluetooth SoC 芯片,https://www.unisim-micro.com/productinfo/512517.html,ZC3200,结合了无线音频所需的特性和功能于单个 SoC 中，支持蓝牙 5.0 的 BDR/EDR 和 LE 标准，可应用于无线音频解决方案，具有低功耗、低成本和更高灵活性，支持多种蓝牙协议和音频编解码器，具备噪声抑制、回声消除、包丢失隐藏等功能，工作温度范围为-40℃至+85℃，全芯片功耗低,root,1906551877,ZC3200|Bluetooth5.1AudioSoC,3217751645,无,0,无,0
上海圳呈微电子技术有限公司,Bluetooth SoC 芯片,https://www.unisim-micro.com/productinfo/521279.html,ZC3301,ZC3301 是一款高度集成的低功耗 SoC，适用于蓝牙物联网应用。它兼容蓝牙 4.1 规范，具有低功耗、蓝牙 3.0、2.1+EDR 等功能。支持蓝牙智能家居、蓝牙可穿戴设备、蓝牙健康监测、蓝牙遥控器、蓝牙 HID、MPOS 等应用。具有高速低功耗 CPU、高性能 DSP、片上 Flash、高性能音频编解码器、硬件加密、片上 2.4GHz RF 收发器、集成功率放大器、嵌入式 8 通道 10 位 1Mbps SAR ADC、嵌入式 RTC 和 256 字节 NVRAM、PCM 和 I2S 兼容接口、高速 UART、低速 UART、4 组 PWM 接口、4 线 SPI 接口、I2C 接口、SPI、GPIO 等平台特性。与传统蓝牙解决方案相比，该 SoC 提供了低成本、灵活和更强大的蓝牙低功耗智能解决方案。支持蓝牙 V4.1 SPEC、蓝牙低功耗（BLE）、蓝牙 V2.1+EDR 兼容、支持 AFH 动态检测信道质量并提高传输质量、嵌入低级蓝牙协议（LMP、L2CAP、RFCOMM、SDP 等）、支持蓝牙智能固件包括安全管理器（SM）、属性协议（ATT）、通用属性配置文件（GATT）和通用访问配置文件（GAP）、接收灵敏度：-90dbm、功率放大器发射功率输出：+9dBm、工作温度：0~+70°C。采用 QFN 封装 40 引脚 5*5mm。,root,1906551877,ZC3301|LowPowerBluetooth4.1Dual|ModeIoTSoC,9811497332,无,0,无,0
上海圳呈微电子技术有限公司,Bluetooth SoC 芯片,https://www.unisim-micro.com/productinfo/521311.html,ZC3620,ZC3620 是一款高集成度的 SoC，具有蓝牙 2.1 和 EDR 功能。支持蓝牙 V2.1+EDR 特性，HID 配置文件版本 1.1 兼容，接收器灵敏度为-89dBm，发射功率高达+2dBm，具有 25dB 增益调整范围。适用于蓝牙 USB Dongle、蓝牙 HID、自拍杆、自拍等应用。,root,1906551877,ZC3620|Bluetooth2.1HIDSoC,7860038429,无,0,无,0
