company_name,title,product_url,Product Model,base_info,root_category_name,root_category_id,category_name,category_id,sub_category_name,sub_category_id,detail_category_name,detail_category_id
北京志凌海纳科技股份有限公司,SMTX OS 超融合系统,https://www.smartx.com/blog/2019/09/2019-gartner-report-smartx,无,构筑弹性敏捷的超融合基础架构的根基，包括基于 KVM 的内置虚拟机服务（称为 ELF，无需额外购买单独许可）、分布式块存储和 web 管理模块。此外，还支持 vSphere 和 xen，可以在几乎所有主流 x86 服务器供应商的认证服务器上运行,无,0,无,0,无,0,无,0
北京志凌海纳科技股份有限公司,超融合软件 SMTX OS,https://www.smartx.com/blog/2020/05/forrester-smartx,无,交付敏捷、可靠的超融合与分布式块存储方案,2020年Forrester全球超融合品牌“NowTech”报告–SmartX,6540469117,无,0,无,0,无,0
北京志凌海纳科技股份有限公司,Halo 一体机,https://www.smartx.com/blog/2020/05/forrester-smartx,无,交付敏捷、可靠的超融合与分布式块存储方案,2020年Forrester全球超融合品牌“NowTech”报告–SmartX,6540469117,无,0,无,0,无,0
北京志凌海纳科技股份有限公司,超融合软件 SMTX OS 5.1,https://www.smartx.com/blog/2023/09/smartx-hci-gpu,无,为 GPU 应用场景提供高性能支持，支持 GPU 直通和 vGPU 模式，可实现资源的灵活发放，为应用提供稳定、高性能存储支持,GPU直通&vGPU,9491774535,无,0,无,0,无,0
北京志凌海纳科技股份有限公司,IOMesh Pod HA,https://www.smartx.com/blog/2023/11/iomesh-pod-ha,无,优化 Kubernetes 机制，提供高级别高可用持久化存储，支持 Pod 调度至其他节点的 PV 访问和副本迁移，帮助有状态应用实现迁移，在减少业务中断的同时充分利用 I/O 本地化带来的性能优势,IOMeshPodHA,9543853442,无,0,无,0,无,0
北京志凌海纳科技股份有限公司,SmartX 硬件兼容性查询工具,https://www.smartx.com/blog/2024/05/smartx-product-doc-tools,无,支持用户进行兼容性的查询、筛选，还方便用户将查询到的信息下载保存,无,0,无,0,无,0,无,0
北京志凌海纳科技股份有限公司,SmartX 文档中心,https://www.smartx.com/blog/2024/05/smartx-product-doc-tools,无,提供 SmartX 超融合基础设施、分布式存储、虚拟化、管理平台以及工具类产品的全部文档，用户可以根据产品、版本等条件查找文档，也可以根据关键字进行全文检索并跳转至目标文档，此外，用户也可以下载离线.pdf 文档,无,0,无,0,无,0,无,0
北京志凌海纳科技股份有限公司,SmartX API 文档,https://www.smartx.com/blog/2024/05/smartx-product-doc-tools,无,包括 API 通用规范介绍、各 API 的详细定义及请求和返回值示例、SDK 的下载方式及使用示例、针对常用操作的调用示例，开发者可根据产品版本进行 API 查询，并可使用全文搜索快速定位目标 API，此外，还提供离线访问方式,无,0,无,0,无,0,无,0
北京志凌海纳科技股份有限公司,“天宫” TG225-SX,https://www.smartx.com/blog/2023/03/smtx-os-certified-products-2,TG225-SX,是基于鲲鹏处理器打造的通用服务器，具备性能出众、多核架构、灵活拓展、安全可靠等特点。其整体提升了对数字化金融业务体系的支撑能力，满足客户绿色计算、多样性计算、及高性能需求，可为客户提供速度更快，性能更优的云解决方案。,SX–SmartX,3229414272,无,0,无,0,无,0
北京志凌海纳科技股份有限公司,原生虚拟化 ELF,https://www.smartx.com/blog/2024/06/smartx-virtualization-collection,无,基于 KVM 虚拟化技术开发，提供基础的虚拟机管理功能，还提供了一系列企业级虚拟化功能，包括虚拟机高可用、动态资源调度（DRS）、虚拟机定时快照等。结合自主研发的分布式存储 ZBS 特性，进一步优化和提升虚拟机 I/O 性能和可靠性,SmartX虚拟化内容合集,7440196382,无,0,无,0,无,0
北京志凌海纳科技股份有限公司,跨平台迁移工具 SMTX 迁移工具,https://www.smartx.com/blog/2024/06/smartx-virtualization-collection,无,帮助用户将虚拟机从 VMware 虚拟化平台轻松迁移至基于 ELF 虚拟化的 SmartX 超融合集群。整个迁移过程操作简单，迁移高效，在保障可靠性、兼容性的同时，降低迁移对业务带来影响,SmartX虚拟化内容合集,7440196382,无,0,无,0,无,0
北京志凌海纳科技股份有限公司,SmartX 超融合基础设施,https://www.smartx.com/resource/doc/general-v40-halo,无,产品组合、核心特性与规格介绍,文档|SmartX超融合,1403844744,无,0,无,0,无,0
北京志凌海纳科技股份有限公司,SMTX Halo 一体机,https://www.smartx.com/resource/doc/general-v40-halo,无,主要型号及不同型号产品的详细硬件配置介绍,文档|SmartX超融合,1403844744,无,0,无,0,无,0
北京志凌海纳科技股份有限公司,SMTX 备份与容灾,https://www.smartx.com/blog/2024/03/smartx-backup-recovery-1,无,包含备份与恢复、复制与恢复两个功能模块，可对虚拟机进行备份和恢复操作,无,0,无,0,无,0,无,0
北京志凌海纳科技股份有限公司,超融合产品,https://www.smartx.com/blog/2020/06/tech-target,无,让 IaaS 层真正具备分布式架构和软件定义属性，带来存储和计算资源的整合、按需扩展和按需投资的“云”特性，融合部署方式进一步简化 IT 基础架构，降低系统总拥有成本,TechTarget,1938054964,无,0,无,0,无,0
北京志凌海纳科技股份有限公司,SmartX 超融合,https://www.smartx.com/blog/2024/04/vmware-replacement-qa-11,无,具备广泛的硬件兼容性，支持海光、鲲鹏 CPU 架构服务器和其他国产硬件，官网提供 SMTX OS 硬件兼容性查询工具，方便用户轻松查找兼容的硬件产品,无,0,无,0,无,0,无,0
